Time,Driver,LapTime,NumberOfLaps,NumberOfPitStops,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest
0 days 00:22:25.425000,31,0 days 00:01:17.147000,5,1,,,0 days 00:00:26.686000,0 days 00:00:17.206000,0 days 00:00:33.255000,0 days 00:21:34.964000,0 days 00:21:52.170000,0 days 00:22:25.425000,288.0,327.0,307.0,322.0,True
0 days 00:27:05.233000,31,,6,2,,0 days 00:24:03.008000,0 days 00:00:34.779000,0 days 00:00:23.147000,,0 days 00:23:00.296000,0 days 00:23:23.427000,,250.0,174.0,,203.0,False
0 days 00:29:15.473000,31,0 days 00:02:10.240000,7,2,0 days 00:27:12.859000,,0 days 00:01:06.648000,0 days 00:00:21.854000,0 days 00:00:41.738000,0 days 00:28:11.881000,0 days 00:28:33.735000,0 days 00:29:15.473000,231.0,151.0,305.0,130.0,False
0 days 00:30:33.159000,31,0 days 00:01:17.686000,8,2,,,0 days 00:00:26.678000,0 days 00:00:17.331000,0 days 00:00:33.677000,0 days 00:29:42.151000,0 days 00:29:59.482000,0 days 00:30:33.159000,288.0,315.0,304.0,319.0,False
0 days 00:32:12.901000,31,,9,2,,0 days 00:32:12.901000,0 days 00:00:37.268000,0 days 00:00:20.676000,,0 days 00:31:10.461000,0 days 00:31:31.138000,,256.0,259.0,,216.0,False
0 days 00:14:54.121000,87,,1,0,0 days 00:12:39.496000,0 days 00:14:54.121000,,0 days 00:00:33.462000,,,0 days 00:14:01.668000,,98.0,159.0,,156.0,False
0 days 00:15:33.081000,30,0 days 00:02:04.421000,1,0,0 days 00:13:47.299000,,0 days 00:01:01.606000,0 days 00:00:23.679000,0 days 00:00:39.136000,0 days 00:14:30.287000,0 days 00:14:53.978000,0 days 00:15:33.105000,243.0,113.0,309.0,153.0,False
0 days 00:16:50.175000,30,0 days 00:01:17.094000,2,0,,,0 days 00:00:26.819000,0 days 00:00:17.362000,0 days 00:00:32.913000,0 days 00:15:59.900000,0 days 00:16:17.262000,0 days 00:16:50.175000,291.0,329.0,307.0,327.0,True
0 days 00:20:27.256000,30,,3,1,,0 days 00:18:25.334000,0 days 00:00:36.238000,0 days 00:00:20.969000,,0 days 00:17:26.461000,0 days 00:17:47.459000,,250.0,261.0,,278.0,False
0 days 00:22:28.973000,30,0 days 00:02:01.717000,4,1,0 days 00:20:36.787000,,0 days 00:00:53.857000,0 days 00:00:25.350000,0 days 00:00:42.510000,0 days 00:21:21.113000,0 days 00:21:46.463000,0 days 00:22:28.973000,182.0,155.0,313.0,148.0,False
0 days 00:25:52.525000,30,,5,2,,0 days 00:24:06.685000,0 days 00:00:38.900000,0 days 00:00:21.085000,,0 days 00:23:07.862000,0 days 00:23:28.962000,,210.0,280.0,,332.0,False
0 days 00:27:41.354000,30,0 days 00:01:48.829000,6,2,0 days 00:25:55.718000,,0 days 00:00:42.701000,0 days 00:00:24.686000,0 days 00:00:41.442000,0 days 00:26:35.226000,0 days 00:26:59.912000,0 days 00:27:41.354000,218.0,263.0,311.0,128.0,False
0 days 00:29:03.243000,30,,7,2,,0 days 00:29:03.243000,0 days 00:00:26.548000,0 days 00:00:17.191000,,0 days 00:28:07.973000,0 days 00:28:25.160000,,289.0,331.0,,328.0,False
