LapNumber,Driver,LapTime,Stint,TotalLaps,Compound,New,TyresNotChanged,Time,LapFlags,LapCountTime,StartLaps,Outlap
,55,,1,10.0,MEDIUM,False,1,0 days 00:35:06.024000,0.0,,10.0,
,31,,0,10.0,,,,0 days 00:35:11.027000,,,,
,18,,1,8.0,,,,0 days 00:35:21.024000,,,,
,6,,1,10.0,,,,0 days 00:35:31.026000,,,,
,22,,0,10.0,,,,0 days 00:35:56.025000,,,,
,23,,0,10.0,,,,0 days 00:36:11.030000,,,,
,30,,0,10.0,,,,0 days 00:36:26.028000,,,,
,63,,0,10.0,,,,0 days 00:36:36.040000,,,,
,5,,1,6.0,MEDIUM,False,1,0 days 00:37:06.037000,0.0,,6.0,
,55,,1,11.0,,,,0 days 00:37:11.035000,,,,
12.0,22,0 days 00:01:33.538000,0,,,,,0 days 00:37:27.788000,,,,
,22,,0,11.0,,,,0 days 00:37:31.029000,,,,
,27,,1,5.0,MEDIUM,False,1,0 days 00:39:11.047000,0.0,,5.0,
,5,,1,7.0,,,,0 days 00:39:16.046000,,,,
,22,,0,12.0,,,,0 days 00:39:26.048000,,,,
,12,,1,9.0,MEDIUM,False,1,0 days 00:39:36.049000,0.0,,9.0,
,5,,1,8.0,,,,0 days 00:40:51.056000,,,,
,5,,0,,,,,0 days 00:40:52.109000,0.0,,,
9.0,5,0 days 00:01:35.606000,1,,,,,0 days 00:40:52.109000,1.0,,,
,1,,1,8.0,MEDIUM,False,1,0 days 00:40:56.062000,0.0,,8.0,
,55,,2,11.0,MEDIUM,False,1,0 days 00:41:01.059000,0.0,,11.0,
,27,,1,6.0,,,,0 days 00:41:06.057000,,,,
,12,,1,10.0,,,,0 days 00:41:36.060000,,,,
,6,,2,10.0,MEDIUM,False,1,0 days 00:41:41.065000,0.0,,10.0,
,23,,1,0.0,UNKNOWN,False,1,0 days 00:41:51.064000,0.0,,0.0,
,23,,1,10.0,MEDIUM,,,0 days 00:41:56.058000,,,10.0,
,31,,1,10.0,MEDIUM,False,1,0 days 00:42:06.067000,0.0,,10.0,
,14,,2,8.0,MEDIUM,False,1,0 days 00:42:21.071000,0.0,,8.0,
,27,,1,7.0,,,,0 days 00:42:41.074000,,,,
,27,,0,,,,,0 days 00:42:41.130000,0.0,,,
8.0,27,0 days 00:01:34.342000,1,,,,,0 days 00:42:41.130000,1.0,,,
,1,,1,9.0,,,,0 days 00:42:46.073000,,,,
,44,,1,9.0,MEDIUM,False,1,0 days 00:42:46.073000,0.0,,9.0,
,10,,1,0.0,UNKNOWN,False,1,0 days 00:43:01.082000,0.0,,0.0,
,55,,2,12.0,,,,0 days 00:43:01.082000,,,,
,63,,1,10.0,MEDIUM,False,1,0 days 00:43:01.082000,0.0,,10.0,
,10,,1,8.0,MEDIUM,,,0 days 00:43:06.081000,,,8.0,
,12,,1,11.0,,,,0 days 00:43:11.074000,,,,
12.0,12,0 days 00:01:36.229000,1,,,,,0 days 00:43:11.478000,,,,
,5,,1,9.0,,,,0 days 00:43:16.080000,,,,
,6,,2,11.0,,,,0 days 00:43:21.081000,,,,
,4,,1,7.0,MEDIUM,False,1,0 days 00:43:46.079000,0.0,,7.0,
,23,,1,11.0,,,,0 days 00:43:46.079000,,,,
,31,,1,11.0,,,,0 days 00:44:11.081000,,,,
,81,,1,8.0,MEDIUM,False,1,0 days 00:44:11.081000,0.0,,8.0,
,14,,2,9.0,,,,0 days 00:44:21.081000,,,,
,1,,1,10.0,,,,0 days 00:44:26.088000,,,,
11.0,1,0 days 00:01:37.853000,1,,,,,0 days 00:44:26.450000,,,,
,55,,2,13.0,,,,0 days 00:44:36.100000,,,,
14.0,55,0 days 00:01:36.115000,2,,,,,0 days 00:44:36.217000,,,,
,12,,1,12.0,,,,0 days 00:44:51.092000,,,,
,6,,2,12.0,,,,0 days 00:45:01.088000,,,,
,27,,1,8.0,,,,0 days 00:45:01.088000,,,,
,63,,1,11.0,,,,0 days 00:45:01.088000,,,,
13.0,6,0 days 00:01:39.082000,2,,,,,0 days 00:45:01.809000,,,,
,10,,1,9.0,,,,0 days 00:45:11.087000,,,,
,87,,1,9.0,MEDIUM,False,1,0 days 00:45:11.087000,0.0,,9.0,
,44,,1,10.0,,,,0 days 00:45:16.085000,,,,
,23,,1,12.0,,,,0 days 00:45:21.082000,,,,
13.0,23,0 days 00:01:36.439000,1,,,,,0 days 00:45:21.182000,,,,
,5,,1,10.0,,,,0 days 00:45:36.101000,,,,
,31,,1,12.0,,,,0 days 00:45:46.089000,,,,
,31,,0,,,,,0 days 00:45:46.105000,0.0,,,
13.0,31,0 days 00:01:33.920000,1,,,,,0 days 00:45:46.105000,1.0,,,
,4,,1,8.0,,,,0 days 00:45:51.098000,,,,
12.0,1,0 days 00:01:37.756000,1,,,,,0 days 00:46:00.812000,,,,
,1,,1,11.0,,,,0 days 00:46:01.103000,,,,
,55,,2,14.0,,,,0 days 00:46:11.085000,,,,
,14,,2,10.0,,,,0 days 00:46:21.089000,,,,
11.0,14,0 days 00:02:00.604000,2,,,,,0 days 00:46:21.246000,,,,
,12,,1,13.0,,,,0 days 00:46:26.098000,,,,
,18,,2,8.0,MEDIUM,False,1,0 days 00:46:31.099000,0.0,,8.0,
,81,,1,9.0,,,,0 days 00:46:31.099000,,,,
10.0,27,0 days 00:01:34.207000,1,,,,,0 days 00:46:31.677000,,,,
,27,,1,9.0,,,,0 days 00:46:36.099000,,,,
,63,,1,12.0,,,,0 days 00:46:36.099000,,,,
13.0,63,0 days 00:01:35.768000,1,,,,,0 days 00:46:36.273000,,,,
,6,,2,13.0,,,,0 days 00:46:41.106000,,,,
,10,,1,10.0,,,,0 days 00:46:46.113000,,,,
,22,,1,12.0,MEDIUM,False,1,0 days 00:46:46.113000,0.0,,12.0,
11.0,10,0 days 00:01:34.167000,1,,,,,0 days 00:46:46.412000,,,,
,23,,1,13.0,,,,0 days 00:46:56.101000,,,,
,44,,1,11.0,,,,0 days 00:46:56.101000,,,,
12.0,44,0 days 00:01:40.420000,1,,,,,0 days 00:46:56.132000,,,,
,87,,1,10.0,,,,0 days 00:47:01.098000,,,,
12.0,5,0 days 00:01:35.322000,1,,,,,0 days 00:47:07.070000,,,,
,5,,1,11.0,,,,0 days 00:47:11.101000,,,,
,16,,1,9.0,MEDIUM,False,1,0 days 00:47:11.101000,0.0,,9.0,
,31,,1,13.0,,,,0 days 00:47:26.102000,,,,
,7,,1,9.0,MEDIUM,False,1,0 days 00:47:31.118000,0.0,,9.0,
13.0,1,0 days 00:01:37.325000,1,,,,,0 days 00:47:38.220000,,,,
,1,,1,12.0,,,,0 days 00:47:41.110000,,,,
,4,,1,9.0,,,,0 days 00:47:51.111000,,,,
,55,,2,15.0,,,,0 days 00:47:51.111000,,,,
10.0,4,0 days 00:01:59.378000,1,,,,,0 days 00:47:51.156000,,,,
12.0,14,0 days 00:01:33.830000,2,,,,,0 days 00:47:54.045000,,,,
,14,,2,11.0,,,,0 days 00:47:56.112000,,,,
,12,,1,14.0,,,,0 days 00:48:06.113000,,,,
,30,,1,10.0,MEDIUM,False,1,0 days 00:48:06.113000,0.0,,10.0,
,81,,1,10.0,,,,0 days 00:48:06.113000,,,,
11.0,81,0 days 00:01:33.458000,1,,,,,0 days 00:48:06.445000,,,,
14.0,63,0 days 00:01:35.220000,1,,,,,0 days 00:48:10.119000,,,,
,63,,1,13.0,,,,0 days 00:48:11.109000,,,,
15.0,6,0 days 00:01:37.622000,2,,,,,0 days 00:48:18.885000,,,,
,6,,2,14.0,,,,0 days 00:48:21.110000,,,,
,55,,1,,,,0,0 days 00:48:21.110000,,,,
,55,,1,,,,1,0 days 00:48:26.120000,,,,
,23,,1,14.0,,,,0 days 00:48:36.127000,,,,
,27,,1,10.0,,,,0 days 00:48:36.127000,,,,
,87,,1,11.0,,,,0 days 00:48:41.120000,,,,
12.0,87,0 days 00:01:37.004000,1,,,,,0 days 00:48:41.179000,,,,
,22,,1,13.0,,,,0 days 00:48:46.123000,,,,
,18,,2,9.0,,,,0 days 00:48:56.111000,,,,
