LapNumber,Driver,LapTime,Stint,TotalLaps,Compound,New,TyresNotChanged,Time,LapFlags,LapCountTime,StartLaps,Outlap
6.0,27,0 days 00:01:39.681000,0,,,,,0 days 01:09:13.287000,,,,
,27,,0,6.0,,,,0 days 01:09:14.679000,,,,
,5,,1,5.0,,,,0 days 01:09:39.697000,,,,
,81,,0,7.0,,,,0 days 01:10:29.699000,,,,
,4,,0,7.0,,,,0 days 01:10:29.699000,,,,
,63,,0,7.0,,,,0 days 01:10:34.684000,,,,
,44,,0,7.0,,,,0 days 01:10:34.684000,,,,
,16,,0,7.0,,,,0 days 01:10:34.684000,,,,
,1,,0,7.0,,,,0 days 01:10:39.686000,,,,
,12,,0,7.0,,,,0 days 01:10:39.686000,,,,
,6,,0,7.0,,,,0 days 01:10:44.684000,,,,
,22,,0,7.0,,,,0 days 01:10:44.684000,,,,
,23,,0,7.0,,,,0 days 01:10:44.684000,,,,
,31,,0,7.0,,,,0 days 01:10:44.684000,,,,
,18,,0,7.0,,,,0 days 01:10:44.684000,,,,
,10,,0,7.0,,,,0 days 01:10:44.684000,,,,
,55,,0,7.0,,,,0 days 01:10:49.686000,,,,
,87,,0,7.0,,,,0 days 01:10:49.686000,,,,
,7,,0,7.0,,,,0 days 01:10:49.686000,,,,
,30,,0,7.0,,,,0 days 01:10:49.686000,,,,
,27,,0,7.0,,,,0 days 01:10:54.696000,,,,
,5,,1,6.0,,,,0 days 01:11:19.700000,,,,
,81,,0,8.0,,,,0 days 01:12:09.702000,,,,
,4,,0,8.0,,,,0 days 01:12:09.702000,,,,
,63,,0,8.0,,,,0 days 01:12:14.705000,,,,
,44,,0,8.0,,,,0 days 01:12:14.705000,,,,
,16,,0,8.0,,,,0 days 01:12:14.705000,,,,
,1,,0,8.0,,,,0 days 01:12:19.698000,,,,
,12,,0,8.0,,,,0 days 01:12:19.698000,,,,
,22,,0,8.0,,,,0 days 01:12:19.698000,,,,
,6,,0,8.0,,,,0 days 01:12:24.700000,,,,
,23,,0,8.0,,,,0 days 01:12:24.700000,,,,
,31,,0,8.0,,,,0 days 01:12:24.700000,,,,
,18,,0,8.0,,,,0 days 01:12:24.700000,,,,
,10,,0,8.0,,,,0 days 01:12:24.700000,,,,
8.0,30,0 days 00:01:39.177000,0,,,,,0 days 01:12:28.497000,,,,
,55,,0,8.0,,,,0 days 01:12:29.702000,,,,
,87,,0,8.0,,,,0 days 01:12:29.702000,,,,
,7,,0,8.0,,,,0 days 01:12:29.702000,,,,
,30,,0,8.0,,,,0 days 01:12:29.702000,,,,
,27,,0,8.0,,,,0 days 01:12:34.700000,,,,
,5,,1,7.0,,,,0 days 01:12:59.709000,,,,
,81,,0,9.0,,,,0 days 01:13:44.722000,,,,
,63,,0,9.0,,,,0 days 01:13:49.697000,,,,
,4,,0,9.0,,,,0 days 01:13:49.697000,,,,
,44,,0,9.0,,,,0 days 01:13:54.708000,,,,
,16,,0,9.0,,,,0 days 01:13:54.708000,,,,
,1,,0,9.0,,,,0 days 01:13:59.699000,,,,
,12,,0,9.0,,,,0 days 01:13:59.699000,,,,
,22,,0,9.0,,,,0 days 01:13:59.699000,,,,
,6,,0,9.0,,,,0 days 01:14:04.720000,,,,
,23,,0,9.0,,,,0 days 01:14:04.720000,,,,
,31,,0,9.0,,,,0 days 01:14:04.720000,,,,
,18,,0,9.0,,,,0 days 01:14:04.720000,,,,
,55,,0,9.0,,,,0 days 01:14:04.720000,,,,
,10,,0,9.0,,,,0 days 01:14:04.720000,,,,
,87,,0,9.0,,,,0 days 01:14:09.710000,,,,
,7,,0,9.0,,,,0 days 01:14:09.710000,,,,
,30,,0,9.0,,,,0 days 01:14:09.710000,,,,
,27,,0,9.0,,,,0 days 01:14:14.707000,,,,
,5,,1,8.0,,,,0 days 01:14:39.706000,,,,
,81,,0,10.0,,,,0 days 01:15:24.722000,,,,
,4,,0,10.0,,,,0 days 01:15:24.722000,,,,
,63,,0,10.0,,,,0 days 01:15:29.718000,,,,
,44,,0,10.0,,,,0 days 01:15:29.718000,,,,
,16,,0,10.0,,,,0 days 01:15:29.718000,,,,
,1,,0,10.0,,,,0 days 01:15:34.721000,,,,
,6,,0,10.0,,,,0 days 01:15:39.725000,,,,
,12,,0,10.0,,,,0 days 01:15:39.725000,,,,
,22,,0,10.0,,,,0 days 01:15:39.725000,,,,
,23,,0,10.0,,,,0 days 01:15:44.726000,,,,
,31,,0,10.0,,,,0 days 01:15:44.726000,,,,
,18,,0,10.0,,,,0 days 01:15:44.726000,,,,
,55,,0,10.0,,,,0 days 01:15:44.726000,,,,
,10,,0,10.0,,,,0 days 01:15:49.728000,,,,
,87,,0,10.0,,,,0 days 01:15:49.728000,,,,
,7,,0,10.0,,,,0 days 01:15:49.728000,,,,
,30,,0,10.0,,,,0 days 01:15:49.728000,,,,
,27,,0,10.0,,,,0 days 01:15:54.728000,,,,
,10,,1,0.0,HARD,True,0,0 days 01:16:09.736000,0.0,,0.0,
,5,,1,9.0,,,,0 days 01:16:14.735000,,,,
,81,,0,11.0,,,,0 days 01:17:04.729000,,,,
,4,,0,11.0,,,,0 days 01:17:04.729000,,,,
,63,,0,11.0,,,,0 days 01:17:09.736000,,,,
,44,,0,11.0,,,,0 days 01:17:09.736000,,,,
,16,,0,11.0,,,,0 days 01:17:09.736000,,,,
,1,,0,11.0,,,,0 days 01:17:14.736000,,,,
,6,,0,11.0,,,,0 days 01:17:19.735000,,,,
,12,,0,11.0,,,,0 days 01:17:19.735000,,,,
,22,,0,11.0,,,,0 days 01:17:24.742000,,,,
,23,,0,11.0,,,,0 days 01:17:24.742000,,,,
,31,,0,11.0,,,,0 days 01:17:24.742000,,,,
,18,,0,11.0,,,,0 days 01:17:24.742000,,,,
,55,,0,11.0,,,,0 days 01:17:24.742000,,,,
,87,,0,11.0,,,,0 days 01:17:24.742000,,,,
11.0,30,0 days 00:01:39.152000,0,,,,,0 days 01:17:26.971000,,,,
,30,,0,11.0,,,,0 days 01:17:29.736000,,,,
11.0,27,0 days 00:01:39.498000,0,,,,,0 days 01:17:32.391000,,,,
,27,,0,11.0,,,,0 days 01:17:34.737000,,,,
,7,,0,11.0,,,,0 days 01:17:34.737000,,,,
