LapNumber,Driver,LapTime,Stint,TotalLaps,Compound,New,TyresNotChanged,Time,LapFlags,LapCountTime,StartLaps,Outlap
,27,,1,4.0,,,,0 days 00:24:36.712000,,,,
,31,,0,4.0,,,,0 days 00:24:41.726000,,,,
,5,,0,5.0,,,,0 days 00:24:46.727000,,,,
5.0,55,0 days 00:01:17.302000,0,,,,,0 days 00:25:11.999000,3.0,,,
,63,,0,,,,,0 days 00:25:11.999000,1.0,,,
,55,,0,4.0,,,,0 days 00:25:16.725000,,,,
,81,,0,5.0,,,,0 days 00:25:26.734000,,,,
,63,,0,5.0,,,,0 days 00:25:31.742000,,,,
,4,,0,5.0,,,,0 days 00:25:36.734000,,,,
7.0,10,0 days 00:01:18.499000,0,,,,,0 days 00:25:40.603000,,,,
,10,,0,6.0,,,,0 days 00:25:41.735000,,,,
,30,,0,5.0,,,,0 days 00:25:41.735000,,,,
5.0,23,0 days 00:01:17.648000,0,,,,,0 days 00:25:45.182000,,,,
,23,,0,4.0,,,,0 days 00:25:46.734000,,,,
,7,,0,5.0,,,,0 days 00:25:56.728000,,,,
6.0,31,0 days 00:01:18.989000,0,,,,,0 days 00:25:59.457000,,,,
,12,,0,5.0,,,,0 days 00:26:01.727000,,,,
,31,,0,5.0,,,,0 days 00:26:01.727000,,,,
7.0,5,0 days 00:01:18.706000,0,,,,,0 days 00:26:02.582000,,,,
,5,,0,6.0,,,,0 days 00:26:06.726000,,,,
,12,,1,5.0,HARD,False,1,0 days 00:26:06.726000,0.0,,5.0,
,16,,0,5.0,,,,0 days 00:26:06.726000,,,,
,16,,1,0.0,UNKNOWN,False,1,0 days 00:26:11.743000,0.0,,0.0,
,44,,0,5.0,,,,0 days 00:26:16.743000,,,,
,16,,1,5.0,MEDIUM,,,0 days 00:26:21.743000,,,5.0,
,44,,1,5.0,MEDIUM,False,1,0 days 00:26:21.743000,0.0,,5.0,
,6,,0,6.0,,,,0 days 00:26:26.743000,,,,
7.0,63,0 days 00:01:17.303000,0,,,,,0 days 00:26:47.940000,,,,
,63,,0,6.0,,,,0 days 00:26:51.743000,,,,
7.0,4,0 days 00:01:17.475000,0,,,,,0 days 00:26:53.832000,,,,
,4,,0,6.0,,,,0 days 00:26:56.736000,,,,
7.0,7,0 days 00:01:18.199000,0,,,,,0 days 00:27:12.378000,,,,
,7,,0,6.0,,,,0 days 00:27:16.746000,,,,
,81,,0,6.0,,,,0 days 00:27:21.743000,,,,
,30,,0,6.0,,,,0 days 00:27:31.744000,,,,
,55,,0,5.0,,,,0 days 00:27:31.744000,,,,
,55,,1,5.0,MEDIUM,False,1,0 days 00:27:36.757000,0.0,,5.0,
,10,,0,7.0,,,,0 days 00:28:01.759000,,,,
,23,,0,5.0,,,,0 days 00:28:01.759000,,,,
,31,,0,6.0,,,,0 days 00:28:11.757000,,,,
,16,,1,6.0,,,,0 days 00:28:16.757000,,,,
,12,,1,6.0,,,,0 days 00:28:21.760000,,,,
,6,,0,7.0,,,,0 days 00:28:26.761000,,,,
,44,,1,6.0,,,,0 days 00:28:31.761000,,,,
8.0,81,0 days 00:01:17.495000,0,,,,,0 days 00:28:34.483000,,,,
,81,,0,7.0,,,,0 days 00:28:36.760000,,,,
,5,,0,7.0,,,,0 days 00:28:41.762000,,,,
,4,,0,7.0,,,,0 days 00:29:01.759000,,,,
,55,,1,6.0,,,,0 days 00:29:16.761000,,,,
,7,,0,7.0,,,,0 days 00:29:21.761000,,,,
,16,,1,7.0,,,,0 days 00:29:36.762000,,,,
8.0,16,0 days 00:01:20.989000,1,,,,,0 days 00:29:37.112000,,,,
,12,,1,7.0,,,,0 days 00:29:41.769000,,,,
,23,,0,6.0,,,,0 days 00:29:41.769000,,,,
8.0,12,0 days 00:01:18.817000,1,,,,,0 days 00:29:41.984000,,,,
9.0,6,0 days 00:01:17.841000,0,,,,,0 days 00:29:42.762000,,,,
,6,,0,8.0,,,,0 days 00:29:46.769000,,,,
,44,,1,7.0,,,,0 days 00:29:51.761000,,,,
,44,,0,,,,,0 days 00:29:52.030000,0.0,,,
8.0,44,0 days 00:01:17.409000,1,,,,,0 days 00:29:52.030000,1.0,,,
,5,,0,8.0,,,,0 days 00:30:01.769000,,,,
,31,,0,7.0,,,,0 days 00:30:01.769000,,,,
,55,,1,7.0,,,,0 days 00:30:31.774000,,,,
8.0,55,0 days 00:01:17.437000,1,,,,,0 days 00:30:31.999000,,,,
9.0,7,0 days 00:01:17.851000,0,,,,,0 days 00:30:39.455000,,,,
,7,,0,8.0,,,,0 days 00:30:41.773000,,,,
8.0,23,0 days 00:01:17.604000,0,,,,,0 days 00:30:58.630000,,,,
,23,,0,7.0,,,,0 days 00:31:01.773000,,,,
9.0,31,0 days 00:01:18.673000,0,,,,,0 days 00:31:18.180000,,,,
,31,,0,8.0,,,,0 days 00:31:21.780000,,,,
,16,,1,8.0,,,,0 days 00:31:36.776000,,,,
,44,,1,8.0,,,,0 days 00:32:06.780000,,,,
,16,,0,,,,,0 days 00:32:49.273000,0.0,,,
10.0,16,0 days 00:01:16.794000,1,,,,,0 days 00:32:49.273000,3.0,,,
,55,,0,,,,,0 days 00:32:49.273000,1.0,,,
,16,,1,9.0,,,,0 days 00:32:51.785000,,,,
10.0,44,0 days 00:01:17.194000,1,,,,,0 days 00:33:20.007000,,,,
,44,,1,9.0,,,,0 days 00:33:21.773000,,,,
,30,,0,7.0,,,,0 days 00:35:36.787000,,,,
,30,,1,0.0,SOFT,True,0,0 days 00:35:36.787000,0.0,,0.0,
,18,,0,5.0,,,,0 days 00:36:06.793000,,,,
,18,,1,0.0,SOFT,True,0,0 days 00:36:06.793000,0.0,,0.0,
,14,,0,5.0,,,,0 days 00:36:16.803000,,,,
,63,,0,7.0,,,,0 days 00:36:16.803000,,,,
,14,,1,0.0,SOFT,True,0,0 days 00:36:21.810000,0.0,,0.0,
,63,,1,0.0,SOFT,True,0,0 days 00:36:26.814000,0.0,,0.0,
,4,,0,8.0,,,,0 days 00:36:56.814000,,,,
